tables,as,as_label,Pull Request/Issue,parents_as,parents_as_label,references
skeleton,https://purl.org/ccf/ASCTB-TEMP_inferior-articular-facet-of-twelfth-thoracic-vertebra,inferior articular facet of twelfth thoracic vertebra,,UBERON:0004628,thoracic vertebra 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_inferior-articular-process-of-first-cervical-vertebra,inferior articular process of first cervical vertebra,,UBERON:0004636,thoracic vertebra 12,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_inferior-articular-process-of-second-cervical-vertebra,inferior articular process of second cervical vertebra,,UBERON:0001092,vertebral bone 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_inferior-costal-facet-of-eleventh-thoracic-vertebra,inferior costal facet of eleventh thoracic vertebra,,UBERON:0001093,vertebral bone 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_inferior-costal-facet-of-tenth-thoracic-vertebra,inferior costal facet of tenth thoracic vertebra,,UBERON:0004635,thoracic vertebra 11,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_inferior-mental-spine-of-mandible,inferior mental spine of mandible,,UBERON:0001576,intrinsic muscle of tongue,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_inferior-nuchal-line-of-squamous-part-of-occipital-bone,inferior nuchal line of squamous part of occipital bone,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_inferior-pubic-ramus-of-pubis-of-os-coxa,inferior pubic ramus of pubis of os coxa,,https://purl.org/ccf/ASCTB-TEMP_pharyngeal-trunk,pharyngeal trunk,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_inferior-vertebral-notch-of-first-cervical-vertebra,inferior vertebral notch of first cervical vertebra,,UBERON:0001639,hepatic portal vein,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_infraglenoid-tubercle-of-scapula,infraglenoid tubercle of scapula,,UBERON:0001092,vertebral bone 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_infraorbital-canal-of-maxilla,infraorbital canal of maxilla,,UBERON:0006849,scapula,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_infraorbital-foramen-of-maxilla,infraorbital foramen of maxilla,,UBERON:0002397,maxilla,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_infraorbital-groove-of-maxilla,infraorbital groove of maxilla,,UBERON:0002397,maxilla,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_infraspinous-fossa-of-scapula,infraspinous fossa of scapula,,UBERON:0014685,pterygoid plexus,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_intercondylar-notch-of-femur,intercondylar notch of femur,,https://purl.org/ccf/ASCTB-TEMP_submandibular-gland-ducto-acinar,submandibular gland ducto-acinar,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_intermaxillary-suture-of-maxilla,intermaxillary suture of maxilla,,http://purl.org/sig/ont/fma/fma70929,Set of pancreatic veins,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_intermediate-sacral-crest-of-sacrum,intermediate sacral crest of sacrum,,UBERON:0002324,muscle of back,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_internal-auditory-meatus-of-petrous-part-of-temporal-bone,internal auditory meatus of petrous part of temporal bone,,UBERON:0002461,anterior abdominal wall muscle,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_internal-occipital-protuberance-of-squamous-part-of-occipital-bone,internal occipital protuberance of squamous part of occipital bone,,UBERON:0001678,temporal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_interosseus-border-of-tibia,interosseus border of tibia,,https://purl.org/ccf/ASCTB-TEMP_external-primary-capillary-plexus-of-median-eminence,external primary capillary plexus of median eminence,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_ischial-body-of-ischium-of-os-coxa,ischial body of ischium of os coxa,,UBERON:0002376,cranial muscle,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_ischial-ramus-of-ischium-of-os-coxa,ischial ramus of ischium of os coxa,,UBERON:0001272,innominate bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_ischial-spine-of-ischium-of-os-coxa,ischial spine of ischium of os coxa,,UBERON:0001272,innominate bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_ischial-tuberosity-of-ischium-of-os-coxa,ischial tuberosity of ischium of os coxa,,UBERON:0001272,innominate bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_ischiopubic-ramus-of-os-coxa,ischiopubic ramus of os coxa,,UBERON:0001272,innominate bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_jugular-foramen-of-basilar-part-of-occipital-bone,jugular foramen of basilar part of occipital bone,,https://purl.org/ccf/ASCTB-TEMP_neuromeningeal-trunk,neuromeningeal trunk,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_jugular-foramen-of-petrous-part-of-temporal-bone,jugular foramen of petrous part of temporal bone,,UBERON:0001676,occipital bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_lacrimal-fossa-of-frontal-bone,lacrimal fossa of frontal bone,,UBERON:0001678,temporal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_lamina-of-first-cervical-vertebra,lamina of first cervical vertebra,,UBERON:0000209,tetrapod frontal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_lamina-of-second-cervical-vertebra,lamina of second cervical vertebra,,UBERON:0001092,vertebral bone 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_lateral-process-of-tuberosity-of-calcaneus,lateral process of tuberosity of calcaneus,,https://purl.org/ccf/ASCTB-TEMP_segmental-back-muscle,segmental back muscle,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_lateral-pterygoid-plate-of-sphenoid-bone,lateral pterygoid plate of sphenoid bone,,https://purl.org/ccf/ASCTB-TEMP_third-common-plantar-digital-artery,third common plantar digital artery,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_lateral-sacral-crest-of-sacrum,lateral sacral crest of sacrum,,UBERON:0001677,sphenoid bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_lesser-cornu-of-hyoid-bone,lesser cornu of hyoid bone,,https://purl.org/ccf/ASCTB-TEMP_left-anterior-mediastinal-lymph-node,left anterior mediastinal lymph node,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_lesser-palatine-foramen-of-palatine-bone,lesser palatine foramen of palatine bone,,UBERON:0001685,hyoid bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_lesser-sciatic-notch-of-ischium-of-os-coxa,lesser sciatic notch of ischium of os coxa,,UBERON:0001682,palatine bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_lesser-wings-of-sphenoid-bone,lesser wings of sphenoid bone,,UBERON:0001272,innominate bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_linea-terminalis-of-sacrum,linea terminalis of sacrum,,https://purl.org/ccf/ASCTB-TEMP_levator-costarum-muscle,levator costarum muscle,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_lunate-surface-of-os-coxa,lunate surface of os coxa,,https://purl.org/ccf/ASCTB-TEMP_anterior-vertebral-muscle,anterior vertebral muscle,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mammillary-process-of-fifth-lumbar-vertebra,mammillary process of fifth lumbar vertebra,,UBERON:0004621,lumbar vertebra 5,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mammillary-process-of-first-lumbar-vertebra,mammillary process of first lumbar vertebra,,UBERON:0004617,lumbar vertebra 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mammillary-process-of-fourth-lumbar-vertebra,mammillary process of fourth lumbar vertebra,,UBERON:0004620,lumbar vertebra 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mammillary-process-of-second-lumbar-vertebra,mammillary process of second lumbar vertebra,,UBERON:0004618,lumbar vertebra 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mammillary-process-of-third-lumbar-vertebra,mammillary process of third lumbar vertebra,,UBERON:0004619,lumbar vertebra 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mandibular-angle-of-mandible,mandibular angle of mandible,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mandibular-canal-of-mandible,mandibular canal of mandible,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mandibular-condyle-of-mandible,mandibular condyle of mandible,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mandibular-foramen-of-mandible,mandibular foramen of mandible,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mandibular-fossa-of-squamous-part-of-temporal-bone,mandibular fossa of squamous part of temporal bone,,UBERON:0001678,temporal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mandibular-neck-of-mandible,mandibular neck of mandible,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mandibular-notch-of-mandible,mandibular notch of mandible,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mastoid-foramen-of-mastoid-part-of-temporal-bone,mastoid foramen of mastoid part of temporal bone,,UBERON:0001678,temporal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mastoid-notch-of-mastoid-part-of-temporal-bone,mastoid notch of mastoid part of temporal bone,,UBERON:0001678,temporal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mastoid-process-of-mastoid-part-of-temporal-bone,mastoid process of mastoid part of temporal bone,,UBERON:0001678,temporal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_maxillary-sinus-of-maxilla,maxillary sinus of maxilla,,UBERON:0002397,maxilla,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_medial-malleolus-of-tibia,medial malleolus of tibia,,UBERON:0000979,tibia,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_medial-process-of-tuberosity-of-calcaneus,medial process of tuberosity of calcaneus,,UBERON:0001450,calcaneus,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_medial-pterygoid-plate-of-sphenoid-bone,medial pterygoid plate of sphenoid bone,,UBERON:0001677,sphenoid bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_median-sacral-crest-of-sacrum,median sacral crest of sacrum,,UBERON:0003690,fused sacrum,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mental-foramen-of-mandible,mental foramen of mandible,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mental-protuberance-of-mandible,mental protuberance of mandible,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_middle-nasal-concha-of-ethmoid-bone,middle nasal concha of ethmoid bone,,UBERON:0001679,ethmoid bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mylohyoid-groove-of-mandible,mylohyoid groove of mandible,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_mylohyoid-line-of-mandible,mylohyoid line of mandible,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_nasolacrimal-canal-of-maxilla,nasolacrimal canal of maxilla,,UBERON:0002397,maxilla,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_neck-of-radius-of-radius,neck of radius of radius,,UBERON:0001423,radius bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_non-articular-facet-of-tubercle-of-eighth-rib,non-articular facet of tubercle of eighth rib,,UBERON:0004601,rib 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_non-articular-facet-of-tubercle-of-fifth-rib,non-articular facet of tubercle of fifth rib,,UBERON:0004604,rib 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_non-articular-facet-of-tubercle-of-first-rib,non-articular facet of tubercle of first rib,,UBERON:0004608,rib 9,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_non-articular-facet-of-tubercle-of-fourth-rib,non-articular facet of tubercle of fourth rib,,UBERON:0004602,rib 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_non-articular-facet-of-tubercle-of-ninth-rib,non-articular facet of tubercle of ninth rib,,UBERON:0004607,rib 7,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_non-articular-facet-of-tubercle-of-second-rib,non-articular facet of tubercle of second rib,,UBERON:0004606,rib 6,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_non-articular-facet-of-tubercle-of-seventh-rib,non-articular facet of tubercle of seventh rib,,UBERON:0004609,rib 10,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_non-articular-facet-of-tubercle-of-sixth-rib,non-articular facet of tubercle of sixth rib,,UBERON:0004603,rib 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_non-articular-facet-of-tubercle-of-tenth-rib,non-articular facet of tubercle of tenth rib,,UBERON:0010401,spleen central arteriole,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_non-articular-facet-of-tubercle-of-third-rib,non-articular facet of tubercle of third rib,,UBERON:0001272,innominate bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_obturator-foramen-of-os-coxa,obturator foramen of os coxa,,UBERON:0010946,occipitofrontalis muscle,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_obturator-groove-of-pubis-of-os-coxa,obturator groove of pubis of os coxa,,UBERON:0001676,occipital bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_occipital-condyle-of-basilar-part-of-occipital-bone,occipital condyle of basilar part of occipital bone,,UBERON:0000976,humerus,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_olecranon-fossa-of-humerus,olecranon fossa of humerus,,UBERON:0001679,ethmoid bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_olecranon-of-ulna,olecranon of ulna,,UBERON:0012419,taenia coli,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_olfactory-foramina-of-ethmoid-bone,olfactory foramina of ethmoid bone,,http://purl.org/sig/ont/fma/fma321806,Hypothenar compartment of hand,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_optic-canal-of-sphenoid-bone,optic canal of sphenoid bone,,UBERON:0001627,middle cerebral artery,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_pecten-pubis-of-pubis-of-os-coxa,pecten pubis of pubis of os coxa,,UBERON:0001092,vertebral bone 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_pectinal-line-of-femur,pectinal line of femur,,UBERON:0001093,vertebral bone 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_pedicle-of-first-cervical-vertebra,pedicle of first cervical vertebra,,UBERON:0002378,muscle of abdomen,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_pedicle-of-second-cervical-vertebra,pedicle of second cervical vertebra,,https://purl.org/ccf/ASCTB-TEMP_periductal-branch-of-interlobular-artery-of-pancreas,periductal branch of interlobular artery of pancreas,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_perpendicular-plate-of-ethmoid-bone,perpendicular plate of ethmoid bone,,UBERON:8600078,ascending pharyngeal artery,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_petrotympanic-fissure-of-squamous-part-of-temporal-bone,petrotympanic fissure of squamous part of temporal bone,,https://purl.org/ccf/ASCTB-TEMP_sole-of-foot-muscle,sole of foot muscle,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_posterior-arch-of-first-cervical-vertebra,posterior arch of first cervical vertebra,,UBERON:0001101,external jugular vein,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_posterior-clinoid-process-of-sphenoid-bone,posterior clinoid process of sphenoid bone,,http://purl.org/sig/ont/fma/fma276805,Axillary lymph node,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_posterior-ethmoidal-foramen-of-ethmoid-bone,posterior ethmoidal foramen of ethmoid bone,,UBERON:0001272,innominate bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_posterior-gluteal-line-of-ilium-of-os-coxa,posterior gluteal line of ilium of os coxa,,UBERON:0001624,anterior cerebral artery,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_posterior-inferior-iliac-spine-of-ilium-of-os-coxa,posterior inferior iliac spine of ilium of os coxa,,https://purl.org/ccf/ASCTB-TEMP_superior-ulnar-lymph-node,superior ulnar lymph node,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_posterior-sacral-foramina-of-sacrum,posterior sacral foramina of sacrum,,UBERON:0014685,pterygoid plexus,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_posterior-superior-iliac-spine-of-ilium-of-os-coxa,posterior superior iliac spine of ilium of os coxa,,http://purl.org/sig/ont/fma/fma52242,Common cochlear artery,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_posterior-tubercle-of-first-cervical-vertebra,posterior tubercle of first cervical vertebra,,https://purl.org/ccf/ASCTB-TEMP_posterior-radicular-vein,posterior radicular vein,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_postglenoid-tubercle-of-squamous-part-of-temporal-bone,postglenoid tubercle of squamous part of temporal bone,,https://purl.org/ccf/ASCTB-TEMP_antral-follicle,antral follicle,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_pterygoid-canal-of-sphenoid-bone,pterygoid canal of sphenoid bone,,UBERON:0001684,mandible,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_pterygoid-fossa-of-sphenoid-bone,pterygoid fossa of sphenoid bone,,UBERON:0001677,sphenoid bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_pterygoid-fovea-of-mandible,pterygoid fovea of mandible,,https://purl.org/ccf/ASCTB-TEMP_superior-pharyngeal-artery,superior pharyngeal artery,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_pterygoid-hamulus-of-sphenoid-bone,pterygoid hamulus of sphenoid bone,,http://purl.org/sig/ont/fma/fma46621,Superior pharyngeal constrictor,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_pubic-body-of-pubis-of-os-coxa,pubic body of pubis of os coxa,,UBERON:0001272,innominate bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_pubic-crest-of-pubis-of-os-coxa,pubic crest of pubis of os coxa,,UBERON:0001272,innominate bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_pubic-symphysis-of-pubis-of-os-coxa,pubic symphysis of pubis of os coxa,,https://purl.org/ccf/ASCTB-TEMP_pelvic-floor-muscle,pelvic floor muscle,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_pubic-tubercle-of-pubis-of-os-coxa,pubic tubercle of pubis of os coxa,,https://purl.org/ccf/ASCTB-TEMP_pelvic-floor-muscle,pelvic floor muscle,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_radial-fossa-of-humerus,radial fossa of humerus,,https://purl.org/ccf/ASCTB-TEMP_lateral-lymphatic-pathway-of-upper-arm,lateral lymphatic pathway of upper arm,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_radial-groove-of-humerus,radial groove of humerus,,UBERON:0001423,radius bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_radial-tuberosity-of-radius,radial tuberosity of radius,,http://purl.org/sig/ont/fma/fma71439,Set of suboccipital muscles,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sacral-apex-of-sacrum,sacral apex of sacrum,,UBERON:0003690,fused sacrum,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sacral-canal-of-sacrum,sacral canal of sacrum,,UBERON:0003690,fused sacrum,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sacral-cornu-of-sacrum,sacral cornu of sacrum,,UBERON:0003690,fused sacrum,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sacral-hiatus-of-sacrum,sacral hiatus of sacrum,,UBERON:0003690,fused sacrum,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sacral-promontory-of-sacrum,sacral promontory of sacrum,,UBERON:0003690,fused sacrum,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sacral-spine-of-sacrum,sacral spine of sacrum,,UBERON:0003690,fused sacrum,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_sacral-tuberosity-of-sacrum,sacral tuberosity of sacrum,,UBERON:0004601,rib 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_scalene-tubercle-of-first-rib,scalene tubercle of first rib,,UBERON:0001427,radiale,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_scaphoid-tubercle-of-scaphoid,scaphoid tubercle of scaphoid,,UBERON:0006849,scapula,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_scapular-neck-of-scapula,scapular neck of scapula,,UBERON:0006849,scapula,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_scapular-notch-of-scapula,scapular notch of scapula,,UBERON:0006849,scapula,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
